"","tSNE1","tSNE2","factor"
"TCGA-EO-A3L0",-6.88972306587357,17.4751224860188,"8"
"TCGA-33-4589",8.17540182603722,-11.0207354292446,"7"
"TCGA-DX-A3U5",-4.28671843845359,-0.430930788466659,"14"
"TCGA-5P-A9K9",-5.59376090737944,-23.3949249322077,"3"
"TCGA-UZ-A9PX",-9.7559511360258,-24.8951785467055,"6"
"TCGA-97-A4M0",3.74442122146158,-5.64493291711668,"15"
"TCGA-AP-A1DR",-7.06951179316622,18.7813450837022,"8"
"TCGA-A5-A2K4",-7.6191734296532,13.0220892676757,"8"
"TCGA-KD-A5QU",-15.300862745724,-2.78875679253302,"21"
"TCGA-G3-A25Z",-0.832494652157348,33.4518926602495,"2"
"TCGA-CR-7380",19.7675525801631,-1.03648647038739,"12"
"TCGA-VS-A950",23.4506943716524,1.608922309524,"9"
"TCGA-E7-A5KF",6.52403025410769,4.23726707026847,"20"
"TCGA-B9-A8YH",-9.74940309671142,-24.5978176255589,"6"
"TCGA-BI-A0VS",18.5760994368515,-2.28774750398305,"12"
"TCGA-RC-A7S9",-3.83454773266372,30.1031936356152,"2"
"TCGA-IN-A7NR",8.0315799621478,10.098503022064,"22"
"TCGA-34-5232",15.5649918649313,-0.693393039754968,"1"
"TCGA-HZ-A49H",-0.878734698150063,7.53941278140183,"16"
"TCGA-86-8672",6.79548772227063,-3.63225605968376,"15"
"TCGA-WY-A85E",-35.4425924818214,0.288214997588935,"23"
"TCGA-VF-A8AC",20.6122049992521,-18.5361217269524,"17"
"TCGA-ZF-A9R9",11.8756090698447,10.9405984917723,"20"
"TCGA-70-6722",12.3085482395875,-1.88896296233312,"12"
"TCGA-3A-A9IR",-11.1993646987464,-19.2534939128962,"23"
"TCGA-A1-A0SO",-7.88305591840836,5.69714982118684,"11"
"TCGA-A5-A1OK",-8.78992471058608,18.5979359067203,"8"
"TCGA-E1-A7YY",-34.5362800274049,-3.67668568871046,"23"
"TCGA-EY-A1GF",-8.23902136592365,19.1994061451597,"8"
"TCGA-EY-A72D",-8.97455799445781,15.9426896831734,"8"
"TCGA-DD-AADV",0.666269555698813,33.1818346197614,"2"
