"","sample","cor","split","analysis","features","hubness"
"1235","ACH-000291",0.561151273742572,"test","gex.wohub","gex_only","without_hubness"
"1236","ACH-000292",0.558060774110956,"test","gex.wohub","gex_only","without_hubness"
"1237","ACH-000293",0.572118899008532,"test","gex.wohub","gex_only","without_hubness"
"1238","ACH-000294",0.501127539264255,"test","gex.wohub","gex_only","without_hubness"
"1239","ACH-000295",0.519875119583478,"test","gex.wohub","gex_only","without_hubness"
"1240","ACH-000296",0.533879403740404,"test","gex.wohub","gex_only","without_hubness"
"1241","ACH-000302",0.554311505375721,"test","gex.wohub","gex_only","without_hubness"
"1242","ACH-000303",0.566970785085054,"test","gex.wohub","gex_only","without_hubness"
"1243","ACH-000304",0.527975803310481,"test","gex.wohub","gex_only","without_hubness"
"1244","ACH-000305",0.56105485568839,"test","gex.wohub","gex_only","without_hubness"
"1245","ACH-000307",0.575185316265875,"test","gex.wohub","gex_only","without_hubness"
"1246","ACH-000308",0.532273826810851,"test","gex.wohub","gex_only","without_hubness"
"1247","ACH-000310",0.498180198259135,"test","gex.wohub","gex_only","without_hubness"
"1248","ACH-000311",0.539852738632227,"test","gex.wohub","gex_only","without_hubness"
"1249","ACH-000312",0.545109153298669,"test","gex.wohub","gex_only","without_hubness"
"1250","ACH-000313",0.541533517531489,"test","gex.wohub","gex_only","without_hubness"
"1251","ACH-000315",0.518674613821331,"test","gex.wohub","gex_only","without_hubness"
"1252","ACH-000316",0.541910600897227,"test","gex.wohub","gex_only","without_hubness"
"1253","ACH-000317",0.529105746684031,"test","gex.wohub","gex_only","without_hubness"
"1254","ACH-000318",0.578351090680186,"test","gex.wohub","gex_only","without_hubness"
"1255","ACH-000319",0.540219006199123,"test","gex.wohub","gex_only","without_hubness"
"1256","ACH-000320",0.56884078568963,"test","gex.wohub","gex_only","without_hubness"
"1257","ACH-000322",0.554449106027064,"test","gex.wohub","gex_only","without_hubness"
"1258","ACH-000323",0.561654810923229,"test","gex.wohub","gex_only","without_hubness"
"1259","ACH-000324",0.563607632835436,"test","gex.wohub","gex_only","without_hubness"
"1260","ACH-000325",0.534517251939709,"test","gex.wohub","gex_only","without_hubness"
"1261","ACH-000326",0.572493801742812,"test","gex.wohub","gex_only","without_hubness"
"1262","ACH-000329",0.555386147458235,"test","gex.wohub","gex_only","without_hubness"
"1263","ACH-000330",0.534277373380599,"test","gex.wohub","gex_only","without_hubness"
"1264","ACH-000331",0.56450414934783,"test","gex.wohub","gex_only","without_hubness"
"1265","ACH-000332",0.555642216016866,"test","gex.wohub","gex_only","without_hubness"
"1266","ACH-000334",0.524195446758448,"test","gex.wohub","gex_only","without_hubness"
"1267","ACH-000335",0.5449407089534,"test","gex.wohub","gex_only","without_hubness"
"1268","ACH-000336",0.563029563085376,"test","gex.wohub","gex_only","without_hubness"
"1269","ACH-000337",0.553849625091061,"test","gex.wohub","gex_only","without_hubness"
"1270","ACH-000339",0.558286295002236,"test","gex.wohub","gex_only","without_hubness"
"1271","ACH-000341",0.546629919732436,"test","gex.wohub","gex_only","without_hubness"
"1272","ACH-000343",0.556302047815977,"test","gex.wohub","gex_only","without_hubness"
"1273","ACH-000344",0.550983287292597,"test","gex.wohub","gex_only","without_hubness"
"1274","ACH-000346",0.535122323429777,"test","gex.wohub","gex_only","without_hubness"
"1275","ACH-000348",0.560499029946844,"test","gex.wohub","gex_only","without_hubness"
"1276","ACH-000352",0.567672933705269,"test","gex.wohub","gex_only","without_hubness"
"1277","ACH-000354",0.540207983250442,"test","gex.wohub","gex_only","without_hubness"
"1278","ACH-000355",0.495022499756086,"test","gex.wohub","gex_only","without_hubness"
"1279","ACH-000356",0.544418760646211,"test","gex.wohub","gex_only","without_hubness"
"1280","ACH-000359",0.50633878835996,"test","gex.wohub","gex_only","without_hubness"
"1281","ACH-000361",0.527272300759752,"test","gex.wohub","gex_only","without_hubness"
"1282","ACH-000362",0.552432800296143,"test","gex.wohub","gex_only","without_hubness"
"1283","ACH-000363",0.549934558440396,"test","gex.wohub","gex_only","without_hubness"
"1284","ACH-000364",0.571400545803921,"test","gex.wohub","gex_only","without_hubness"
"1285","ACH-000365",0.574495371827338,"test","gex.wohub","gex_only","without_hubness"
"1286","ACH-000366",0.542779511964397,"test","gex.wohub","gex_only","without_hubness"
"1287","ACH-000367",0.518175838559776,"test","gex.wohub","gex_only","without_hubness"
"1288","ACH-000368",0.541688749646051,"test","gex.wohub","gex_only","without_hubness"
"1289","ACH-000370",0.51674447554234,"test","gex.wohub","gex_only","without_hubness"
"1290","ACH-000371",0.564840060422658,"test","gex.wohub","gex_only","without_hubness"
"1291","ACH-000374",0.560965986933914,"test","gex.wohub","gex_only","without_hubness"
"1292","ACH-000375",0.54153841799702,"test","gex.wohub","gex_only","without_hubness"
"1293","ACH-000376",0.576723894406592,"test","gex.wohub","gex_only","without_hubness"
"1294","ACH-000377",0.551725706726312,"test","gex.wohub","gex_only","without_hubness"
"1295","ACH-000378",0.551963484267416,"test","gex.wohub","gex_only","without_hubness"
"1296","ACH-000381",0.576933448532415,"test","gex.wohub","gex_only","without_hubness"
"1297","ACH-000383",0.560647889538751,"test","gex.wohub","gex_only","without_hubness"
"1298","ACH-000385",0.534093343372905,"test","gex.wohub","gex_only","without_hubness"
"1299","ACH-000387",0.560021287364728,"test","gex.wohub","gex_only","without_hubness"
"1300","ACH-000389",0.526950993067316,"test","gex.wohub","gex_only","without_hubness"
"1301","ACH-000390",0.541551039890561,"test","gex.wohub","gex_only","without_hubness"
"1302","ACH-000391",0.576953136035989,"test","gex.wohub","gex_only","without_hubness"
"1303","ACH-000393",0.523331413026775,"test","gex.wohub","gex_only","without_hubness"
"1304","ACH-000395",0.565328075444247,"test","gex.wohub","gex_only","without_hubness"
"1305","ACH-000396",0.535245171486157,"test","gex.wohub","gex_only","without_hubness"
"1306","ACH-000397",0.547098572830475,"test","gex.wohub","gex_only","without_hubness"
"1307","ACH-000398",0.544963559842567,"test","gex.wohub","gex_only","without_hubness"
"1308","ACH-000401",0.537351905478136,"test","gex.wohub","gex_only","without_hubness"
"1309","ACH-000402",0.5214279544334,"test","gex.wohub","gex_only","without_hubness"
"1310","ACH-000403",0.5407725724491,"test","gex.wohub","gex_only","without_hubness"
"1311","ACH-000404",0.551798128467169,"test","gex.wohub","gex_only","without_hubness"
"1312","ACH-000405",0.564365747910936,"test","gex.wohub","gex_only","without_hubness"
"1313","ACH-000406",0.599055287073446,"test","gex.wohub","gex_only","without_hubness"
"1314","ACH-000407",0.544473944710588,"test","gex.wohub","gex_only","without_hubness"
"1315","ACH-000408",0.561902061724756,"test","gex.wohub","gex_only","without_hubness"
"1316","ACH-000410",0.566048272626961,"test","gex.wohub","gex_only","without_hubness"
"1317","ACH-000411",0.558149155578295,"test","gex.wohub","gex_only","without_hubness"
"1318","ACH-000414",0.571573684050623,"test","gex.wohub","gex_only","without_hubness"
"1319","ACH-000415",0.559014126853197,"test","gex.wohub","gex_only","without_hubness"
"1320","ACH-000416",0.562440191181442,"test","gex.wohub","gex_only","without_hubness"
"1321","ACH-000417",0.582485387067436,"test","gex.wohub","gex_only","without_hubness"
"1322","ACH-000420",0.550043423924375,"test","gex.wohub","gex_only","without_hubness"
"1323","ACH-000421",0.564834732127202,"test","gex.wohub","gex_only","without_hubness"
"1324","ACH-000422",0.566130736284195,"test","gex.wohub","gex_only","without_hubness"
"1325","ACH-000424",0.576503014284918,"test","gex.wohub","gex_only","without_hubness"
"1326","ACH-000425",0.558212297117667,"test","gex.wohub","gex_only","without_hubness"
"1327","ACH-000426",0.521515271410594,"test","gex.wohub","gex_only","without_hubness"
"1328","ACH-000427",0.582707370821977,"test","gex.wohub","gex_only","without_hubness"
"1329","ACH-000430",0.580532494683245,"test","gex.wohub","gex_only","without_hubness"
"1330","ACH-000431",0.560340265409505,"test","gex.wohub","gex_only","without_hubness"
"1331","ACH-000433",0.529672890343653,"test","gex.wohub","gex_only","without_hubness"
"1332","ACH-000434",0.529540203545701,"test","gex.wohub","gex_only","without_hubness"
"1333","ACH-000435",0.522064272170346,"test","gex.wohub","gex_only","without_hubness"
"1334","ACH-000436",0.547588450422302,"test","gex.wohub","gex_only","without_hubness"
"1335","ACH-000437",0.569612682811532,"test","gex.wohub","gex_only","without_hubness"
"1336","ACH-000438",0.544407815827196,"test","gex.wohub","gex_only","without_hubness"
"1337","ACH-000441",0.566174922957551,"test","gex.wohub","gex_only","without_hubness"
"1338","ACH-000442",0.542557061650197,"test","gex.wohub","gex_only","without_hubness"
"1339","ACH-000444",0.561932796864715,"test","gex.wohub","gex_only","without_hubness"
"1340","ACH-000445",0.539777989647949,"test","gex.wohub","gex_only","without_hubness"
"1341","ACH-000448",0.54672671364207,"test","gex.wohub","gex_only","without_hubness"
"1342","ACH-000450",0.544393564783226,"test","gex.wohub","gex_only","without_hubness"
"1343","ACH-000452",0.580470107598856,"test","gex.wohub","gex_only","without_hubness"
"1344","ACH-000454",0.534681130559404,"test","gex.wohub","gex_only","without_hubness"
"1345","ACH-000455",0.578551706536553,"test","gex.wohub","gex_only","without_hubness"
"1346","ACH-000456",0.582073025238248,"test","gex.wohub","gex_only","without_hubness"
"1347","ACH-000458",0.566857090903012,"test","gex.wohub","gex_only","without_hubness"
"1348","ACH-000460",0.569849347274597,"test","gex.wohub","gex_only","without_hubness"
"1349","ACH-000461",0.571913367358131,"test","gex.wohub","gex_only","without_hubness"
"1350","ACH-000463",0.545029701092841,"test","gex.wohub","gex_only","without_hubness"
"1351","ACH-000464",0.552152070428461,"test","gex.wohub","gex_only","without_hubness"
"1352","ACH-000466",0.527221594335857,"test","gex.wohub","gex_only","without_hubness"
"1353","ACH-000467",0.55728440592563,"test","gex.wohub","gex_only","without_hubness"
"1354","ACH-000468",0.52035336214314,"test","gex.wohub","gex_only","without_hubness"
"1355","ACH-000469",0.580146289026645,"test","gex.wohub","gex_only","without_hubness"
"1356","ACH-000470",0.526164067459913,"test","gex.wohub","gex_only","without_hubness"
"1357","ACH-000471",0.564800739232105,"test","gex.wohub","gex_only","without_hubness"
"1358","ACH-000472",0.560975559951305,"test","gex.wohub","gex_only","without_hubness"
"1359","ACH-000473",0.533032984058461,"test","gex.wohub","gex_only","without_hubness"
"1360","ACH-000475",0.581568159019706,"test","gex.wohub","gex_only","without_hubness"
"1361","ACH-000476",0.543819253592899,"test","gex.wohub","gex_only","without_hubness"
"1362","ACH-000477",0.530281295275132,"test","gex.wohub","gex_only","without_hubness"
"1363","ACH-000478",0.550588575066377,"test","gex.wohub","gex_only","without_hubness"
"1364","ACH-000479",0.511589202102008,"test","gex.wohub","gex_only","without_hubness"
"1365","ACH-000480",0.554050303116516,"test","gex.wohub","gex_only","without_hubness"
"1366","ACH-000481",0.555783048534037,"test","gex.wohub","gex_only","without_hubness"
"1367","ACH-000483",0.550256935267913,"test","gex.wohub","gex_only","without_hubness"
"1368","ACH-000484",0.491628355776286,"test","gex.wohub","gex_only","without_hubness"
"1369","ACH-000485",0.536055454055757,"test","gex.wohub","gex_only","without_hubness"
"1370","ACH-000486",0.589750661476754,"test","gex.wohub","gex_only","without_hubness"
"1371","ACH-000487",0.564355021834788,"test","gex.wohub","gex_only","without_hubness"
"1372","ACH-000488",0.602609857008929,"test","gex.wohub","gex_only","without_hubness"
"1373","ACH-000489",0.546043251889463,"test","gex.wohub","gex_only","without_hubness"
"1374","ACH-000490",0.566348050951785,"test","gex.wohub","gex_only","without_hubness"
"1375","ACH-000491",0.528470880178212,"test","gex.wohub","gex_only","without_hubness"
"1376","ACH-000493",0.539326738726688,"test","gex.wohub","gex_only","without_hubness"
"1377","ACH-000495",0.531018315936445,"test","gex.wohub","gex_only","without_hubness"
"1378","ACH-000496",0.54295051558482,"test","gex.wohub","gex_only","without_hubness"
"1379","ACH-000499",0.557041975648686,"test","gex.wohub","gex_only","without_hubness"
"1380","ACH-000500",0.538645386093422,"test","gex.wohub","gex_only","without_hubness"
"1381","ACH-000501",0.568786392680907,"test","gex.wohub","gex_only","without_hubness"
"1382","ACH-000502",0.557694854315491,"test","gex.wohub","gex_only","without_hubness"
"1383","ACH-000503",0.534705990784737,"test","gex.wohub","gex_only","without_hubness"
"1384","ACH-000504",0.549739048708887,"test","gex.wohub","gex_only","without_hubness"
"1385","ACH-000505",0.53104727668037,"test","gex.wohub","gex_only","without_hubness"
"1386","ACH-000507",0.573014439139488,"test","gex.wohub","gex_only","without_hubness"
"1387","ACH-000510",0.56401671055317,"test","gex.wohub","gex_only","without_hubness"
"1388","ACH-000511",0.55157350299051,"test","gex.wohub","gex_only","without_hubness"
"1389","ACH-000512",0.536970879713884,"test","gex.wohub","gex_only","without_hubness"
"1390","ACH-000514",0.541918937548958,"test","gex.wohub","gex_only","without_hubness"
"1391","ACH-000516",0.543979570756274,"test","gex.wohub","gex_only","without_hubness"
"1392","ACH-000517",0.556323349323179,"test","gex.wohub","gex_only","without_hubness"
"1393","ACH-000518",0.595759281731584,"test","gex.wohub","gex_only","without_hubness"
"1394","ACH-000520",0.536103593462032,"test","gex.wohub","gex_only","without_hubness"
"1395","ACH-000521",0.505033963357729,"test","gex.wohub","gex_only","without_hubness"
"1396","ACH-000522",0.575086760812816,"test","gex.wohub","gex_only","without_hubness"
"1397","ACH-000524",0.564392963791738,"test","gex.wohub","gex_only","without_hubness"
"1398","ACH-000525",0.566667029363873,"test","gex.wohub","gex_only","without_hubness"
"1399","ACH-000527",0.586609844776701,"test","gex.wohub","gex_only","without_hubness"
"1400","ACH-000528",0.584670541735534,"test","gex.wohub","gex_only","without_hubness"
"1401","ACH-000532",0.541524024678647,"test","gex.wohub","gex_only","without_hubness"
"1402","ACH-000533",0.553562262518146,"test","gex.wohub","gex_only","without_hubness"
"1403","ACH-000535",0.564538294776382,"test","gex.wohub","gex_only","without_hubness"
"1404","ACH-000537",0.564470099177671,"test","gex.wohub","gex_only","without_hubness"
"1405","ACH-000541",0.540995387181694,"test","gex.wohub","gex_only","without_hubness"
"1406","ACH-000542",0.551735653604901,"test","gex.wohub","gex_only","without_hubness"
"1407","ACH-000544",0.582810237979285,"test","gex.wohub","gex_only","without_hubness"
"1408","ACH-000545",0.558694925011557,"test","gex.wohub","gex_only","without_hubness"
"1409","ACH-000546",0.565581638394285,"test","gex.wohub","gex_only","without_hubness"
"1410","ACH-000547",0.544025086007453,"test","gex.wohub","gex_only","without_hubness"
"1411","ACH-000548",0.555986134014063,"test","gex.wohub","gex_only","without_hubness"
"1412","ACH-000549",0.550051725884464,"test","gex.wohub","gex_only","without_hubness"
"1413","ACH-000550",0.527493918790753,"test","gex.wohub","gex_only","without_hubness"
"1414","ACH-000551",0.54007030718692,"test","gex.wohub","gex_only","without_hubness"
"1415","ACH-000552",0.571720399991989,"test","gex.wohub","gex_only","without_hubness"
"1416","ACH-000554",0.552518984024439,"test","gex.wohub","gex_only","without_hubness"
"1417","ACH-000556",0.539371214554892,"test","gex.wohub","gex_only","without_hubness"
"1418","ACH-000557",0.506802300771251,"test","gex.wohub","gex_only","without_hubness"
"1419","ACH-000558",0.539867299932704,"test","gex.wohub","gex_only","without_hubness"
"1420","ACH-000559",0.52462573520221,"test","gex.wohub","gex_only","without_hubness"
"1421","ACH-000561",0.573858325540675,"test","gex.wohub","gex_only","without_hubness"
"1422","ACH-000562",0.530356982291607,"test","gex.wohub","gex_only","without_hubness"
"1423","ACH-000563",0.54108139975629,"test","gex.wohub","gex_only","without_hubness"
"1424","ACH-000565",0.549522540725562,"test","gex.wohub","gex_only","without_hubness"
"1425","ACH-000567",0.571209565059742,"test","gex.wohub","gex_only","without_hubness"
"1426","ACH-000570",0.550029403343714,"test","gex.wohub","gex_only","without_hubness"
"1427","ACH-000571",0.571986424073982,"test","gex.wohub","gex_only","without_hubness"
"1428","ACH-000573",0.593992872323208,"test","gex.wohub","gex_only","without_hubness"
"1429","ACH-000576",0.549418983831639,"test","gex.wohub","gex_only","without_hubness"
"1430","ACH-000577",0.507086588835715,"test","gex.wohub","gex_only","without_hubness"
"1431","ACH-000579",0.531985151107123,"test","gex.wohub","gex_only","without_hubness"
"1432","ACH-000580",0.533253854196384,"test","gex.wohub","gex_only","without_hubness"
"1433","ACH-000581",0.555239845020285,"test","gex.wohub","gex_only","without_hubness"
"1434","ACH-000584",0.585545886621601,"test","gex.wohub","gex_only","without_hubness"
"1435","ACH-000585",0.549198312461298,"test","gex.wohub","gex_only","without_hubness"
"1436","ACH-000587",0.557340705817748,"test","gex.wohub","gex_only","without_hubness"
"1437","ACH-000588",0.563236411439814,"test","gex.wohub","gex_only","without_hubness"
"1438","ACH-000589",0.574134035365165,"test","gex.wohub","gex_only","without_hubness"
"1439","ACH-000591",0.532899639192664,"test","gex.wohub","gex_only","without_hubness"
"1440","ACH-000592",0.543490191858203,"test","gex.wohub","gex_only","without_hubness"
"1441","ACH-000593",0.551194297917166,"test","gex.wohub","gex_only","without_hubness"
"1442","ACH-000595",0.56265107710413,"test","gex.wohub","gex_only","without_hubness"
"1443","ACH-000596",0.572142210683516,"test","gex.wohub","gex_only","without_hubness"
"1444","ACH-000597",0.545147010692059,"test","gex.wohub","gex_only","without_hubness"
"1445","ACH-000599",0.541562770702831,"test","gex.wohub","gex_only","without_hubness"
"1446","ACH-000600",0.52725860877486,"test","gex.wohub","gex_only","without_hubness"
"1447","ACH-000601",0.590158029157205,"test","gex.wohub","gex_only","without_hubness"
"1448","ACH-000602",0.553919589919496,"test","gex.wohub","gex_only","without_hubness"
"1449","ACH-000604",0.524604952288055,"test","gex.wohub","gex_only","without_hubness"
"1450","ACH-000605",0.545603672758926,"test","gex.wohub","gex_only","without_hubness"
"1451","ACH-000606",0.558862361284521,"test","gex.wohub","gex_only","without_hubness"
"1452","ACH-000607",0.548961231751037,"test","gex.wohub","gex_only","without_hubness"
"1453","ACH-000609",0.547562137214167,"test","gex.wohub","gex_only","without_hubness"
"1454","ACH-000614",0.563750321987295,"test","gex.wohub","gex_only","without_hubness"
"1455","ACH-000616",0.535964672795146,"test","gex.wohub","gex_only","without_hubness"
"1456","ACH-000618",0.58393842945507,"test","gex.wohub","gex_only","without_hubness"
"1457","ACH-000619",0.568351416952474,"test","gex.wohub","gex_only","without_hubness"
"1458","ACH-000620",0.577793345794477,"test","gex.wohub","gex_only","without_hubness"
"1459","ACH-000621",0.541973060954,"test","gex.wohub","gex_only","without_hubness"
"1460","ACH-000622",0.526464316153971,"test","gex.wohub","gex_only","without_hubness"
"1461","ACH-000623",0.5425981474799,"test","gex.wohub","gex_only","without_hubness"
"1462","ACH-000624",0.585264496861303,"test","gex.wohub","gex_only","without_hubness"
"1463","ACH-000627",0.560193678446088,"test","gex.wohub","gex_only","without_hubness"
"1464","ACH-000630",0.572394373705763,"test","gex.wohub","gex_only","without_hubness"
"1465","ACH-000632",0.568501267228404,"test","gex.wohub","gex_only","without_hubness"
"1466","ACH-000633",0.565221968325375,"test","gex.wohub","gex_only","without_hubness"
"1467","ACH-000634",0.553367282512641,"test","gex.wohub","gex_only","without_hubness"
"1468","ACH-000637",0.538829252751133,"test","gex.wohub","gex_only","without_hubness"
"1469","ACH-000638",0.537477556446198,"test","gex.wohub","gex_only","without_hubness"
"1470","ACH-000639",0.579621826522672,"test","gex.wohub","gex_only","without_hubness"
"1471","ACH-000645",0.537230667673094,"test","gex.wohub","gex_only","without_hubness"
"1472","ACH-000646",0.512642081861906,"test","gex.wohub","gex_only","without_hubness"
"1473","ACH-000647",0.558353815142766,"test","gex.wohub","gex_only","without_hubness"
"1474","ACH-000648",0.549866670364096,"test","gex.wohub","gex_only","without_hubness"
"1475","ACH-000649",0.561342368362035,"test","gex.wohub","gex_only","without_hubness"
"1476","ACH-000651",0.566159841922086,"test","gex.wohub","gex_only","without_hubness"
"1477","ACH-000652",0.544434045671758,"test","gex.wohub","gex_only","without_hubness"
"1478","ACH-000653",0.558077235530927,"test","gex.wohub","gex_only","without_hubness"
"1479","ACH-000654",0.537710009582399,"test","gex.wohub","gex_only","without_hubness"
"1480","ACH-000655",0.563989161056726,"test","gex.wohub","gex_only","without_hubness"
"1481","ACH-000656",0.566494371222817,"test","gex.wohub","gex_only","without_hubness"
"1482","ACH-000657",0.599621807796105,"test","gex.wohub","gex_only","without_hubness"
"1483","ACH-000658",0.55139505209505,"test","gex.wohub","gex_only","without_hubness"
"1484","ACH-000660",0.579546138094938,"test","gex.wohub","gex_only","without_hubness"
"1485","ACH-000661",0.55976078257416,"test","gex.wohub","gex_only","without_hubness"
"1486","ACH-000662",0.55695185456464,"test","gex.wohub","gex_only","without_hubness"
"1487","ACH-000663",0.531228152605023,"test","gex.wohub","gex_only","without_hubness"
"1488","ACH-000664",0.56370835589495,"test","gex.wohub","gex_only","without_hubness"
"1489","ACH-000665",0.541688991788514,"test","gex.wohub","gex_only","without_hubness"
"1490","ACH-000666",0.559813402121907,"test","gex.wohub","gex_only","without_hubness"
"1491","ACH-000667",0.557150310805225,"test","gex.wohub","gex_only","without_hubness"
"1492","ACH-000668",0.526084472846574,"test","gex.wohub","gex_only","without_hubness"
"1493","ACH-000671",0.562349093418563,"test","gex.wohub","gex_only","without_hubness"
"1494","ACH-000673",0.547946434492774,"test","gex.wohub","gex_only","without_hubness"
"1495","ACH-000676",0.57121593027834,"test","gex.wohub","gex_only","without_hubness"
"1496","ACH-000677",0.554457910166416,"test","gex.wohub","gex_only","without_hubness"
"1497","ACH-000680",0.520474636884057,"test","gex.wohub","gex_only","without_hubness"
"1498","ACH-000681",0.571585337620354,"test","gex.wohub","gex_only","without_hubness"
"1499","ACH-000682",0.579663536831402,"test","gex.wohub","gex_only","without_hubness"
"1500","ACH-000683",0.543821745765151,"test","gex.wohub","gex_only","without_hubness"
"1501","ACH-000684",0.52287089152801,"test","gex.wohub","gex_only","without_hubness"
"1502","ACH-000685",0.553493337626641,"test","gex.wohub","gex_only","without_hubness"
"1503","ACH-000693",0.5841328431499,"test","gex.wohub","gex_only","without_hubness"
"1504","ACH-000694",0.57880006687381,"test","gex.wohub","gex_only","without_hubness"
"1505","ACH-000695",0.524609640807491,"test","gex.wohub","gex_only","without_hubness"
"1506","ACH-000696",0.584121283061849,"test","gex.wohub","gex_only","without_hubness"
"1507","ACH-000697",0.564006362507139,"test","gex.wohub","gex_only","without_hubness"
"1508","ACH-000698",0.571745264820573,"test","gex.wohub","gex_only","without_hubness"
"1509","ACH-000699",0.570344865657343,"test","gex.wohub","gex_only","without_hubness"
"1510","ACH-000700",0.508114691767819,"test","gex.wohub","gex_only","without_hubness"
"1511","ACH-000701",0.515980871317637,"test","gex.wohub","gex_only","without_hubness"
"1512","ACH-000702",0.548359458639365,"test","gex.wohub","gex_only","without_hubness"
"1513","ACH-000704",0.506170027667826,"test","gex.wohub","gex_only","without_hubness"
"1514","ACH-000706",0.582575217660199,"test","gex.wohub","gex_only","without_hubness"
"1515","ACH-000709",0.50635067797615,"test","gex.wohub","gex_only","without_hubness"
"1516","ACH-000711",0.569314882539249,"test","gex.wohub","gex_only","without_hubness"
"1517","ACH-000713",0.531174382952194,"test","gex.wohub","gex_only","without_hubness"
"1518","ACH-000714",0.55448013437864,"test","gex.wohub","gex_only","without_hubness"
"1519","ACH-000716",0.569179735824591,"test","gex.wohub","gex_only","without_hubness"
"1520","ACH-000717",0.543997100673549,"test","gex.wohub","gex_only","without_hubness"
"1521","ACH-000718",0.534906395223465,"test","gex.wohub","gex_only","without_hubness"
"1522","ACH-000719",0.564500330252408,"test","gex.wohub","gex_only","without_hubness"
"1523","ACH-000720",0.564141373081746,"test","gex.wohub","gex_only","without_hubness"
"1524","ACH-000721",0.563604474043346,"test","gex.wohub","gex_only","without_hubness"
"1525","ACH-000722",0.545133301216261,"test","gex.wohub","gex_only","without_hubness"
"1526","ACH-000724",0.528596409486772,"test","gex.wohub","gex_only","without_hubness"
"1527","ACH-000725",0.513731167017084,"test","gex.wohub","gex_only","without_hubness"
"1528","ACH-000732",0.548577701101358,"test","gex.wohub","gex_only","without_hubness"
"1529","ACH-000734",0.567515214532802,"test","gex.wohub","gex_only","without_hubness"
"1530","ACH-000735",0.563186487983836,"test","gex.wohub","gex_only","without_hubness"
"1531","ACH-000736",0.562081350464055,"test","gex.wohub","gex_only","without_hubness"
"1532","ACH-000738",0.580031424191147,"test","gex.wohub","gex_only","without_hubness"
"1533","ACH-000739",0.553876151509717,"test","gex.wohub","gex_only","without_hubness"
"1534","ACH-000740",0.571381196682871,"test","gex.wohub","gex_only","without_hubness"
"1535","ACH-000741",0.57234663538975,"test","gex.wohub","gex_only","without_hubness"
"1536","ACH-000746",0.549041257583857,"test","gex.wohub","gex_only","without_hubness"
"1537","ACH-000747",0.576995168836764,"test","gex.wohub","gex_only","without_hubness"
"1538","ACH-000748",0.549536043503162,"test","gex.wohub","gex_only","without_hubness"
"1539","ACH-000753",0.586022000161973,"test","gex.wohub","gex_only","without_hubness"
"1540","ACH-000754",0.543578464905809,"test","gex.wohub","gex_only","without_hubness"
"1541","ACH-000756",0.5615844147213,"test","gex.wohub","gex_only","without_hubness"
"1542","ACH-000757",0.531095560025738,"test","gex.wohub","gex_only","without_hubness"
"1543","ACH-000758",0.552706080494727,"test","gex.wohub","gex_only","without_hubness"
"1544","ACH-000760",0.558993714151694,"test","gex.wohub","gex_only","without_hubness"
"1545","ACH-000762",0.542570823967871,"test","gex.wohub","gex_only","without_hubness"
"1546","ACH-000763",0.5607037210688,"test","gex.wohub","gex_only","without_hubness"
"1547","ACH-000764",0.538616119062583,"test","gex.wohub","gex_only","without_hubness"
"1548","ACH-000765",0.540297169756401,"test","gex.wohub","gex_only","without_hubness"
"1549","ACH-000766",0.539779351420521,"test","gex.wohub","gex_only","without_hubness"
"1550","ACH-000767",0.528019543485913,"test","gex.wohub","gex_only","without_hubness"
"1551","ACH-000768",0.56072440276424,"test","gex.wohub","gex_only","without_hubness"
"1552","ACH-000769",0.573676093100071,"test","gex.wohub","gex_only","without_hubness"
"1553","ACH-000770",0.577278113929828,"test","gex.wohub","gex_only","without_hubness"
"1554","ACH-000771",0.571447484532912,"test","gex.wohub","gex_only","without_hubness"
"1555","ACH-000773",0.548666992980562,"test","gex.wohub","gex_only","without_hubness"
"1556","ACH-000774",0.518063078167793,"test","gex.wohub","gex_only","without_hubness"
"1557","ACH-000775",0.571181903439191,"test","gex.wohub","gex_only","without_hubness"
"1558","ACH-000776",0.541943552088485,"test","gex.wohub","gex_only","without_hubness"
"1559","ACH-000777",0.565320910781295,"test","gex.wohub","gex_only","without_hubness"
"1560","ACH-000778",0.556198717986812,"test","gex.wohub","gex_only","without_hubness"
"1561","ACH-000781",0.565482946720226,"test","gex.wohub","gex_only","without_hubness"
"1562","ACH-000782",0.545657104556146,"test","gex.wohub","gex_only","without_hubness"
"1563","ACH-000783",0.520271601556191,"test","gex.wohub","gex_only","without_hubness"
"1564","ACH-000784",0.568876892995807,"test","gex.wohub","gex_only","without_hubness"
"1565","ACH-000785",0.5314284620833,"test","gex.wohub","gex_only","without_hubness"
"1566","ACH-000787",0.583654528293865,"test","gex.wohub","gex_only","without_hubness"
"1567","ACH-000788",0.576151317715584,"test","gex.wohub","gex_only","without_hubness"
"1568","ACH-000790",0.558400113172105,"test","gex.wohub","gex_only","without_hubness"
"1569","ACH-000791",0.541083642948755,"test","gex.wohub","gex_only","without_hubness"
"1570","ACH-000792",0.559349987626904,"test","gex.wohub","gex_only","without_hubness"
"1571","ACH-000793",0.573035633419614,"test","gex.wohub","gex_only","without_hubness"
"1572","ACH-000794",0.579256103589983,"test","gex.wohub","gex_only","without_hubness"
"1573","ACH-000796",0.541047800041611,"test","gex.wohub","gex_only","without_hubness"
"1574","ACH-000799",0.54320093845264,"test","gex.wohub","gex_only","without_hubness"
