"","sample","cor","split","analysis","features","hubness"
"3740","ACH-000853",0.65366886738088,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3741","ACH-000854",0.60831106277684,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3742","ACH-000855",0.622490272000915,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3743","ACH-000856",0.635736827230458,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3744","ACH-000858",0.648977878353034,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3745","ACH-000859",0.612232510994863,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3746","ACH-000860",0.62792834674712,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3747","ACH-000861",0.633379395511062,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3748","ACH-000862",0.627767235081489,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3749","ACH-000863",0.617116475008158,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3750","ACH-000864",0.641088903944463,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3751","ACH-000865",0.644484294019704,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3752","ACH-000866",0.650655588846856,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3753","ACH-000867",0.620896099412849,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3754","ACH-000869",0.613527445889296,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3755","ACH-000872",0.613403791772006,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3756","ACH-000873",0.637072902232356,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3757","ACH-000876",0.625991163595192,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3758","ACH-000878",0.593421032055669,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3759","ACH-000879",0.638172652464462,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3760","ACH-000880",0.644179221630069,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3761","ACH-000881",0.629669153360337,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3762","ACH-000882",0.654750063798422,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3763","ACH-000884",0.641589604108445,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3764","ACH-000885",0.630231455912845,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3765","ACH-000886",0.646274782509104,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3766","ACH-000887",0.647598258812559,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3767","ACH-000888",0.632472444770138,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3768","ACH-000889",0.624651004291368,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3769","ACH-000890",0.613473694097612,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3770","ACH-000894",0.618681388806192,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3771","ACH-000896",0.634287013967659,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3772","ACH-000898",0.631243908971025,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3773","ACH-000899",0.600268536443785,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3774","ACH-000900",0.628737135270771,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3775","ACH-000901",0.607244377775708,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3776","ACH-000903",0.634871844913909,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3777","ACH-000905",0.635818830069966,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3778","ACH-000906",0.641418202730356,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3779","ACH-000907",0.586830826804043,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3780","ACH-000910",0.605879123047918,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3781","ACH-000911",0.665674054661784,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3782","ACH-000912",0.644557060761401,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3783","ACH-000913",0.639162036431674,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3784","ACH-000914",0.645115281229661,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3785","ACH-000915",0.635878049974314,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3786","ACH-000917",0.630229944088664,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3787","ACH-000919",0.649721762938264,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3788","ACH-000920",0.611952105505239,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3789","ACH-000921",0.645137896565059,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3790","ACH-000922",0.6324125400028,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3791","ACH-000924",0.64984363098697,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3792","ACH-000926",0.624289179669338,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3793","ACH-000928",0.548359752451516,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3794","ACH-000929",0.609626046713495,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3795","ACH-000932",0.644853351816838,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3796","ACH-000934",0.566620169250297,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3797","ACH-000935",0.647172451764763,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3798","ACH-000936",0.635530087826534,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3799","ACH-000937",0.62791874082661,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3800","ACH-000938",0.635405229624794,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3801","ACH-000939",0.611302913236456,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3802","ACH-000941",0.614915036422132,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3803","ACH-000943",0.659629298613255,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3804","ACH-000944",0.63768353913507,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3805","ACH-000945",0.591429745188673,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3806","ACH-000946",0.63998613523157,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3807","ACH-000947",0.640443182177888,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3808","ACH-000948",0.665814133168499,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3809","ACH-000950",0.624523324039921,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3810","ACH-000953",0.58999608148348,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3811","ACH-000956",0.586087833248601,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3812","ACH-000957",0.632550328431555,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3813","ACH-000958",0.629974876588957,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3814","ACH-000959",0.633184749473215,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3815","ACH-000960",0.614830171647821,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3816","ACH-000961",0.607244768091778,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3817","ACH-000962",0.622432698951252,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3818","ACH-000965",0.649988570873992,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3819","ACH-000966",0.59609539627251,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3820","ACH-000968",0.625688067681469,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3821","ACH-000969",0.636712380508259,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3822","ACH-000970",0.626062961810141,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3823","ACH-000971",0.629195713372646,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3824","ACH-000973",0.654917034083442,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3825","ACH-000974",0.636778630027385,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3826","ACH-000975",0.637075216123664,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3827","ACH-000976",0.620543496915548,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3828","ACH-000977",0.652842241546995,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3829","ACH-000978",0.612767063218536,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3830","ACH-000979",0.616806365790191,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3831","ACH-000980",0.6542241869701,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3832","ACH-000983",0.637302744650477,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3833","ACH-000984",0.592651577139534,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3834","ACH-000985",0.594551330258139,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3835","ACH-000986",0.636876705360605,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3836","ACH-000988",0.587457055792597,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3837","ACH-000991",0.60862520727245,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3838","ACH-000993",0.59308021373237,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3839","ACH-000994",0.617208971880057,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3840","ACH-000995",0.595649912248486,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3841","ACH-000996",0.609132792502957,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3842","ACH-000997",0.633583340510707,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3843","ACH-001001",0.64212113790269,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3844","ACH-001016",0.637826753224232,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3845","ACH-001020",0.588958849742329,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3846","ACH-001028",0.643886557886552,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3847","ACH-001029",0.64797426079923,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3848","ACH-001031",0.632241977730024,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3849","ACH-001033",0.592032493321226,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3850","ACH-001036",0.591066103085133,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3851","ACH-001038",0.650756827373305,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3852","ACH-001039",0.61679275116886,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3853","ACH-001041",0.636166805365337,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3854","ACH-001048",0.616555269038317,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3855","ACH-001050",0.61368276622135,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3856","ACH-001053",0.591987324102938,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3857","ACH-001054",0.622995569713627,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3858","ACH-001061",0.643351673794014,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3859","ACH-001063",0.602871934371688,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3860","ACH-001065",0.626091848734447,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3861","ACH-001067",0.628972754476145,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3862","ACH-001075",0.616809395723164,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3863","ACH-001081",0.629432854965193,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3864","ACH-001096",0.628711958579034,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3865","ACH-001098",0.610367340597314,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3866","ACH-001099",0.593231818937111,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3867","ACH-001107",0.629832480769533,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3868","ACH-001126",0.637387320067795,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3869","ACH-001128",0.590687870926023,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3870","ACH-001129",0.612006587912084,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3871","ACH-001134",0.64030780026767,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3872","ACH-001137",0.589574239199773,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3873","ACH-001145",0.64188092377901,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3874","ACH-001151",0.623835932110487,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3875","ACH-001163",0.616365677383027,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3876","ACH-001164",0.598701028540613,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3877","ACH-001172",0.660911152881321,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3878","ACH-001183",0.623910463596872,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3879","ACH-001184",0.59523754314955,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3880","ACH-001188",0.594819739055814,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3881","ACH-001190",0.626663167035233,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3882","ACH-001192",0.609056217263361,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3883","ACH-001193",0.633202940526544,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3884","ACH-001194",0.592714002772489,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3885","ACH-001196",0.620310407506727,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3886","ACH-001197",0.607941445795566,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3887","ACH-001205",0.606522677881896,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3888","ACH-001211",0.603247448043903,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3889","ACH-001212",0.567520309607908,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3890","ACH-001228",0.605591733526691,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3891","ACH-001229",0.658040993406917,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3892","ACH-001232",0.62459828934437,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3893","ACH-001233",0.62547850229293,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3894","ACH-001239",0.63715386340087,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3895","ACH-001270",0.596854508296652,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3896","ACH-001274",0.606011001116152,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3897","ACH-001275",0.614985823243938,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3898","ACH-001277",0.606794863840556,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3899","ACH-001278",0.624043883713592,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3900","ACH-001279",0.613574786508324,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3901","ACH-001280",0.594148208635924,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3902","ACH-001283",0.629879602137864,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3903","ACH-001289",0.635175475657969,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3904","ACH-001295",0.616009782118923,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3905","ACH-001300",0.610668629002468,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3906","ACH-001301",0.594414157363302,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3907","ACH-001302",0.599288772711222,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3908","ACH-001303",0.572383080349304,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3909","ACH-001306",0.613577382153026,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3910","ACH-001307",0.613759411402044,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3911","ACH-001310",0.606971077983304,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3912","ACH-001318",0.630489916735183,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3913","ACH-001322",0.621354571779248,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3914","ACH-001328",0.627583412733882,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3915","ACH-001329",0.623772273774959,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3916","ACH-001331",0.61339675424718,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3917","ACH-001332",0.615440614736227,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3918","ACH-001333",0.621766086367061,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3919","ACH-001334",0.650698938224341,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3920","ACH-001335",0.630598598162521,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3921","ACH-001336",0.645685819702375,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3922","ACH-001338",0.629083682124575,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3923","ACH-001340",0.635540180153976,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3924","ACH-001341",0.646531339780492,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3925","ACH-001344",0.592310007101452,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3926","ACH-001345",0.644782704738921,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3927","ACH-001346",0.660739746574753,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3928","ACH-001347",0.632074212785458,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3929","ACH-001353",0.620852056222532,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3930","ACH-001354",0.59236705408222,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3931","ACH-001356",0.605490000727201,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3932","ACH-001366",0.627833676570458,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3933","ACH-001367",0.596508881694813,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3934","ACH-001368",0.639934733431016,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3935","ACH-001370",0.615902626266307,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3936","ACH-001374",0.601374662068807,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3937","ACH-001375",0.611688587743121,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3938","ACH-001377",0.635858238816141,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3939","ACH-001379",0.624632613924611,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3940","ACH-001380",0.651771889859566,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3941","ACH-001382",0.596749385021142,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3942","ACH-001385",0.636804102176972,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3943","ACH-001386",0.617880748940277,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3944","ACH-001389",0.643662898708254,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3945","ACH-001390",0.600738610561889,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3946","ACH-001391",0.595617002699129,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3947","ACH-001392",0.605633937186973,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3948","ACH-001393",0.614941010705249,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3949","ACH-001394",0.613611494688734,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3950","ACH-001398",0.586532995732964,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3951","ACH-001399",0.611982470471531,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3952","ACH-001400",0.611871601674774,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3953","ACH-001402",0.622888708082634,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3954","ACH-001403",0.601394641403181,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3955","ACH-001407",0.631126419263034,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3956","ACH-001408",0.626189180582259,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3957","ACH-001409",0.573699089070779,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3958","ACH-001411",0.611221136034598,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3959","ACH-001412",0.609983304249776,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3960","ACH-001413",0.629382971218123,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3961","ACH-001414",0.640568273953034,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3962","ACH-001415",0.58883638726995,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3963","ACH-001416",0.595656720639161,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3964","ACH-001418",0.644539570337394,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3965","ACH-001419",0.6043502951812,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3966","ACH-001421",0.572704457316083,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3967","ACH-001422",0.593520708704812,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3968","ACH-001430",0.611358106120937,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3969","ACH-001431",0.601282410214026,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3970","ACH-001433",0.624325612791967,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3971","ACH-001442",0.604324751264302,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3972","ACH-001443",0.623619653490858,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3973","ACH-001450",0.597176923965597,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3974","ACH-001451",0.627168765485708,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3975","ACH-001453",0.612394045320728,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3976","ACH-001458",0.588659562443559,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3977","ACH-001459",0.601921616583908,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3978","ACH-001460",0.617687522662858,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3979","ACH-001494",0.636880987935298,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3980","ACH-001495",0.599414928396612,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3981","ACH-001496",0.656737757916256,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3982","ACH-001497",0.635970788225155,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3983","ACH-001498",0.607664757974611,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3984","ACH-001500",0.624596435334348,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3985","ACH-001509",0.588126831407755,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3986","ACH-001510",0.638951921367522,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3987","ACH-001511",0.615385695906306,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3988","ACH-001513",0.60932050112982,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3989","ACH-001515",0.614414519283965,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3990","ACH-001517",0.610564652497931,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3991","ACH-001518",0.590298633484907,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3992","ACH-001520",0.606445220248814,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3993","ACH-001521",0.590596273075169,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3994","ACH-001522",0.607161258245692,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3995","ACH-001523",0.645301820179303,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3996","ACH-001524",0.622249957284311,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3997","ACH-001525",0.615654117287698,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3998","ACH-001526",0.592915728260662,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"3999","ACH-001528",0.657384453506977,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4000","ACH-001529",0.647977151955087,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4001","ACH-001530",0.591576896053358,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4002","ACH-001532",0.667504349997378,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4003","ACH-001533",0.640774640721345,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4004","ACH-001536",0.593854918706908,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4005","ACH-001538",0.629434679367177,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4006","ACH-001539",0.611679518361275,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4007","ACH-001542",0.661029437292895,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4008","ACH-001543",0.608650572382544,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4009","ACH-001544",0.616209415391447,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4010","ACH-001547",0.609278311326539,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4011","ACH-001548",0.605467487332076,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4012","ACH-001549",0.649144836363438,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4013","ACH-001550",0.588450007458701,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4014","ACH-001551",0.651866193663169,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4015","ACH-001552",0.5977554288003,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4016","ACH-001554",0.660334743119544,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4017","ACH-001555",0.58841882706563,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
"4018","ACH-001556",0.623421508484442,"test","gex_pt.wohub","gex
+protein embeddings","without_hubness"
