"","target","metric","Method","value","finetuning"
"1292","Erlotinib","pearson_corr","XGBoost",0.275130756678592,"No Fine Tuning"
"1293","Erlotinib","pearson_corr","XGBoost",0.408996956701092,"No Fine Tuning"
"1294","Erlotinib","pearson_corr","XGBoost",0.287709397268502,"No Fine Tuning"
"1295","Erlotinib","pearson_corr","XGBoost",0.413960604619853,"No Fine Tuning"
"1296","Erlotinib","pearson_corr","XGBoost",0.409117670252981,"No Fine Tuning"
"1297","Erlotinib","pearson_corr","XGBoost",0.322252579163858,"No Fine Tuning"
"1298","Erlotinib","pearson_corr","XGBoost",0.325866803405108,"No Fine Tuning"
"1299","Erlotinib","pearson_corr","XGBoost",0.328449215592042,"No Fine Tuning"
"1300","Erlotinib","pearson_corr","XGBoost",0.355469091437555,"No Fine Tuning"
"1301","Erlotinib","pearson_corr","SupervisedVAE",0.411198076822212,"No Fine Tuning"
"1302","Erlotinib","pearson_corr","SupervisedVAE",0.24443329221729,"No Fine Tuning"
"1303","Erlotinib","pearson_corr","SupervisedVAE",0.239419904885085,"No Fine Tuning"
"1304","Erlotinib","pearson_corr","SupervisedVAE",0.258810693473788,"No Fine Tuning"
"1305","Erlotinib","pearson_corr","SupervisedVAE",0.33645570448272,"No Fine Tuning"
"1306","Erlotinib","pearson_corr","SupervisedVAE",0.38051919203367,"No Fine Tuning"
"1307","Erlotinib","pearson_corr","SupervisedVAE",0.292844655304615,"No Fine Tuning"
"1308","Erlotinib","pearson_corr","SupervisedVAE",0.231156075213074,"No Fine Tuning"
"1309","Erlotinib","pearson_corr","SupervisedVAE",0.355132339383546,"No Fine Tuning"
"1310","Erlotinib","pearson_corr","SupervisedVAE",0.387614557694749,"No Fine Tuning"
"1311","Erlotinib","pearson_corr","SupervisedVAE",0.365924694205341,"No Fine Tuning"
"1312","Erlotinib","pearson_corr","SupervisedVAE",0.317014036105259,"No Fine Tuning"
"1313","Erlotinib","pearson_corr","SupervisedVAE",0.297436477477721,"No Fine Tuning"
"1314","Erlotinib","pearson_corr","SupervisedVAE",0.265705704370034,"No Fine Tuning"
"1315","Erlotinib","pearson_corr","SupervisedVAE",0.532203059567105,"No Fine Tuning"
"1316","Erlotinib","pearson_corr","SupervisedVAE",0.362858029834889,"No Fine Tuning"
"1317","Erlotinib","pearson_corr","SupervisedVAE",0.259353771716058,"No Fine Tuning"
"1318","Erlotinib","pearson_corr","SupervisedVAE",0.300235610835535,"No Fine Tuning"
"1319","Erlotinib","pearson_corr","SupervisedVAE",0.348758523041272,"No Fine Tuning"
"1320","Erlotinib","pearson_corr","SupervisedVAE",0.354854862776423,"No Fine Tuning"
"1321","Erlotinib","pearson_corr","SupervisedVAE",0.319033401617608,"No Fine Tuning"
"1322","Erlotinib","pearson_corr","SupervisedVAE",0.194486863659266,"No Fine Tuning"
"1323","Erlotinib","pearson_corr","SupervisedVAE",0.192951454571924,"No Fine Tuning"
"1324","Erlotinib","pearson_corr","SupervisedVAE",0.306820164711114,"No Fine Tuning"
"1325","Erlotinib","pearson_corr","SupervisedVAE",0.260111083031119,"No Fine Tuning"
"1326","Erlotinib","pearson_corr","SupervisedVAE",0.262664466755489,"No Fine Tuning"
"1327","Erlotinib","pearson_corr","SupervisedVAE",0.262177282175261,"No Fine Tuning"
"1328","Erlotinib","pearson_corr","SupervisedVAE",0.309692400193842,"No Fine Tuning"
"1329","Erlotinib","pearson_corr","SupervisedVAE",0.488269975923566,"No Fine Tuning"
"1330","Erlotinib","pearson_corr","SupervisedVAE",0.243813474734182,"No Fine Tuning"
"1331","Erlotinib","pearson_corr","SupervisedVAE",0.249524127962336,"No Fine Tuning"
"1332","Erlotinib","pearson_corr","SupervisedVAE",0.269220228525963,"No Fine Tuning"
"1333","Erlotinib","pearson_corr","SupervisedVAE",0.312249107875715,"No Fine Tuning"
"1334","Erlotinib","pearson_corr","SupervisedVAE",0.319983564923346,"No Fine Tuning"
"1335","Erlotinib","pearson_corr","SupervisedVAE",0.272694819468642,"No Fine Tuning"
"1336","Erlotinib","pearson_corr","SupervisedVAE",0.278044926380136,"No Fine Tuning"
"1337","Erlotinib","pearson_corr","SupervisedVAE",0.20995487101422,"No Fine Tuning"
"1338","Erlotinib","pearson_corr","SupervisedVAE",0.173556777793799,"No Fine Tuning"
"1339","Erlotinib","pearson_corr","SupervisedVAE",0.30422625111696,"No Fine Tuning"
"1340","Erlotinib","pearson_corr","SupervisedVAE",0.228019719430291,"No Fine Tuning"
"1341","Erlotinib","pearson_corr","SupervisedVAE",0.397039347058021,"No Fine Tuning"
"1342","Erlotinib","pearson_corr","SupervisedVAE",0.163555571738597,"No Fine Tuning"
"1343","Erlotinib","pearson_corr","SupervisedVAE",0.252078532642526,"No Fine Tuning"
"1344","Erlotinib","pearson_corr","SupervisedVAE",0.313903960576529,"No Fine Tuning"
"1345","Erlotinib","pearson_corr","SupervisedVAE",0.171314872271908,"No Fine Tuning"
"1346","Erlotinib","pearson_corr","SupervisedVAE",0.300209451601837,"No Fine Tuning"
"1347","Erlotinib","pearson_corr","SupervisedVAE",0.30710851935042,"No Fine Tuning"
"1348","Erlotinib","pearson_corr","SupervisedVAE",0.282856281583258,"No Fine Tuning"
"1349","Erlotinib","pearson_corr","SupervisedVAE",0.350163625518484,"No Fine Tuning"
"1350","Erlotinib","pearson_corr","SupervisedVAE",0.215858851062111,"No Fine Tuning"
"1351","Erlotinib","pearson_corr","SupervisedVAE",0.262704357994676,"No Fine Tuning"
"1352","Erlotinib","pearson_corr","SupervisedVAE",0.398142257331229,"No Fine Tuning"
"1353","Erlotinib","pearson_corr","SupervisedVAE",0.268763807730656,"No Fine Tuning"
"1354","Erlotinib","pearson_corr","SupervisedVAE",0.38033566525103,"No Fine Tuning"
"1355","Erlotinib","pearson_corr","SupervisedVAE",0.293914253444834,"No Fine Tuning"
"1356","Erlotinib","pearson_corr","SupervisedVAE",0.296845381000659,"No Fine Tuning"
"1357","Erlotinib","pearson_corr","SupervisedVAE",0.330598543519604,"No Fine Tuning"
"1358","Erlotinib","pearson_corr","SupervisedVAE",0.275886305564421,"No Fine Tuning"
"1359","Erlotinib","pearson_corr","SupervisedVAE",0.311210434236052,"No Fine Tuning"
"1360","Erlotinib","pearson_corr","SupervisedVAE",0.313663302819052,"No Fine Tuning"
"1361","Erlotinib","pearson_corr","SupervisedVAE",0.302261935775058,"No Fine Tuning"
"1362","Erlotinib","pearson_corr","SupervisedVAE",0.268673237499466,"No Fine Tuning"
"1363","Erlotinib","pearson_corr","SupervisedVAE",0.362181398808494,"No Fine Tuning"
"1364","Erlotinib","pearson_corr","SupervisedVAE",0.244139670515433,"No Fine Tuning"
"1365","Erlotinib","pearson_corr","SupervisedVAE",0.363094975171655,"No Fine Tuning"
"1366","Erlotinib","pearson_corr","SupervisedVAE",0.28171488487277,"No Fine Tuning"
"1367","Erlotinib","pearson_corr","SupervisedVAE",0.291499365212786,"No Fine Tuning"
"1368","Erlotinib","pearson_corr","SupervisedVAE",0.401516226525219,"No Fine Tuning"
"1369","Erlotinib","pearson_corr","SupervisedVAE",0.357127569041449,"No Fine Tuning"
"1370","Erlotinib","pearson_corr","SupervisedVAE",0.234310157446583,"No Fine Tuning"
"1371","Erlotinib","pearson_corr","SupervisedVAE",0.281821130406068,"No Fine Tuning"
"1372","Erlotinib","pearson_corr","SupervisedVAE",0.266261316410312,"No Fine Tuning"
"1373","Erlotinib","pearson_corr","SupervisedVAE",0.342113089175352,"No Fine Tuning"
"1374","Erlotinib","pearson_corr","SupervisedVAE",0.455846000160344,"No Fine Tuning"
"1375","Erlotinib","pearson_corr","SupervisedVAE",0.341403550436625,"No Fine Tuning"
"1376","Erlotinib","pearson_corr","SupervisedVAE",0.245886959582511,"No Fine Tuning"
"1377","Erlotinib","pearson_corr","SupervisedVAE",0.364547505759831,"No Fine Tuning"
"1378","Erlotinib","pearson_corr","SupervisedVAE",0.476866004237557,"No Fine Tuning"
"1379","Erlotinib","pearson_corr","SupervisedVAE",0.315141191040087,"No Fine Tuning"
"1380","Erlotinib","pearson_corr","SupervisedVAE",0.423900982466595,"No Fine Tuning"
"1381","Erlotinib","pearson_corr","SupervisedVAE",0.293746081110389,"No Fine Tuning"
"1382","Erlotinib","pearson_corr","SupervisedVAE",0.41379332494458,"No Fine Tuning"
"1383","Erlotinib","pearson_corr","SupervisedVAE",0.430333324091033,"No Fine Tuning"
"1384","Erlotinib","pearson_corr","SupervisedVAE",0.350950685274141,"No Fine Tuning"
"1385","Erlotinib","pearson_corr","SupervisedVAE",0.283696887088965,"No Fine Tuning"
"1386","Erlotinib","pearson_corr","SupervisedVAE",0.368536038487314,"No Fine Tuning"
"1387","Erlotinib","pearson_corr","SupervisedVAE",0.303176786308681,"No Fine Tuning"
"1388","Erlotinib","pearson_corr","SupervisedVAE",0.344229828247764,"No Fine Tuning"
"1389","Erlotinib","pearson_corr","SupervisedVAE",0.244922474584048,"No Fine Tuning"
"1390","Erlotinib","pearson_corr","SupervisedVAE",0.299386411062288,"No Fine Tuning"
"1391","Erlotinib","pearson_corr","SupervisedVAE",0.222874452256347,"No Fine Tuning"
"1392","Erlotinib","pearson_corr","SupervisedVAE",0.3146293383535,"No Fine Tuning"
"1393","Erlotinib","pearson_corr","SupervisedVAE",0.281296085185876,"No Fine Tuning"
"1394","Erlotinib","pearson_corr","SupervisedVAE",0.249499315633809,"No Fine Tuning"
"1395","Erlotinib","pearson_corr","SupervisedVAE",0.416696598009514,"No Fine Tuning"
"1396","Erlotinib","pearson_corr","SupervisedVAE",0.348410182170906,"No Fine Tuning"
"1397","Erlotinib","pearson_corr","SupervisedVAE",0.207143685826695,"No Fine Tuning"
"1398","Erlotinib","pearson_corr","SupervisedVAE",0.29408722574057,"No Fine Tuning"
"1399","Erlotinib","pearson_corr","SupervisedVAE",0.423439660817363,"No Fine Tuning"
"1400","Erlotinib","pearson_corr","SupervisedVAE",0.363186126681898,"No Fine Tuning"
"1401","Irinotecan","pearson_corr","GNN_finetuned",0.504122017674584,"With Fine Tuning"
"1402","Irinotecan","pearson_corr","GNN_finetuned",0.503143325413162,"With Fine Tuning"
"1403","Irinotecan","pearson_corr","GNN_finetuned",0.497243801665019,"With Fine Tuning"
"1404","Irinotecan","pearson_corr","GNN_finetuned",0.483267322822675,"With Fine Tuning"
"1405","Irinotecan","pearson_corr","GNN_finetuned",0.491996198397845,"With Fine Tuning"
"1406","Irinotecan","pearson_corr","GNN_finetuned",0.535763880996823,"With Fine Tuning"
"1407","Irinotecan","pearson_corr","GNN_finetuned",0.481320864759141,"With Fine Tuning"
"1408","Irinotecan","pearson_corr","GNN_finetuned",0.507829999676494,"With Fine Tuning"
"1409","Irinotecan","pearson_corr","GNN_finetuned",0.507231308402318,"With Fine Tuning"
"1410","Irinotecan","pearson_corr","GNN_finetuned",0.421777979011084,"With Fine Tuning"
"1411","Irinotecan","pearson_corr","GNN_finetuned",0.504223836881772,"With Fine Tuning"
"1412","Irinotecan","pearson_corr","GNN_finetuned",0.471294016480515,"With Fine Tuning"
"1413","Irinotecan","pearson_corr","GNN_finetuned",0.509039730976755,"With Fine Tuning"
"1414","Irinotecan","pearson_corr","GNN_finetuned",0.52220552616876,"With Fine Tuning"
"1415","Irinotecan","pearson_corr","GNN_finetuned",0.498912744414095,"With Fine Tuning"
"1416","Irinotecan","pearson_corr","GNN_finetuned",0.473119293862365,"With Fine Tuning"
"1417","Irinotecan","pearson_corr","GNN_finetuned",0.462021770232552,"With Fine Tuning"
"1418","Irinotecan","pearson_corr","GNN_finetuned",0.51436109575419,"With Fine Tuning"
"1419","Irinotecan","pearson_corr","GNN_finetuned",0.516579900485733,"With Fine Tuning"
"1420","Irinotecan","pearson_corr","GNN_finetuned",0.490656252159421,"With Fine Tuning"
"1421","Irinotecan","pearson_corr","GNN_finetuned",0.511861377677763,"With Fine Tuning"
"1422","Irinotecan","pearson_corr","GNN_finetuned",0.43200722720343,"With Fine Tuning"
"1423","Irinotecan","pearson_corr","GNN_finetuned",0.415923866037031,"With Fine Tuning"
"1424","Irinotecan","pearson_corr","GNN_finetuned",0.492982663021698,"With Fine Tuning"
"1425","Irinotecan","pearson_corr","GNN_finetuned",0.44935656708562,"With Fine Tuning"
"1426","Irinotecan","pearson_corr","GNN_finetuned",0.459244474215962,"With Fine Tuning"
"1427","Irinotecan","pearson_corr","GNN_finetuned",0.488127434307171,"With Fine Tuning"
"1428","Irinotecan","pearson_corr","GNN_finetuned",0.488961708572421,"With Fine Tuning"
"1429","Irinotecan","pearson_corr","GNN_finetuned",0.499529269401528,"With Fine Tuning"
"1430","Irinotecan","pearson_corr","GNN_finetuned",0.503645847475937,"With Fine Tuning"
"1431","Irinotecan","pearson_corr","GNN_finetuned",0.481409141876283,"With Fine Tuning"
"1432","Irinotecan","pearson_corr","GNN_finetuned",0.49549581434132,"With Fine Tuning"
"1433","Irinotecan","pearson_corr","GNN_finetuned",0.480405480598648,"With Fine Tuning"
"1434","Irinotecan","pearson_corr","GNN_finetuned",0.457153229815864,"With Fine Tuning"
"1435","Irinotecan","pearson_corr","GNN_finetuned",0.435326081029698,"With Fine Tuning"
"1436","Irinotecan","pearson_corr","GNN_finetuned",0.54139928895949,"With Fine Tuning"
"1437","Irinotecan","pearson_corr","GNN_finetuned",0.512109383270047,"With Fine Tuning"
"1438","Irinotecan","pearson_corr","GNN_finetuned",0.537668472032774,"With Fine Tuning"
"1439","Irinotecan","pearson_corr","GNN_finetuned",0.517210596555449,"With Fine Tuning"
"1440","Irinotecan","pearson_corr","GNN_finetuned",0.536507155935261,"With Fine Tuning"
"1441","Irinotecan","pearson_corr","GNN_finetuned",0.49883754278119,"With Fine Tuning"
"1442","Irinotecan","pearson_corr","GNN_finetuned",0.540017029194293,"With Fine Tuning"
"1443","Irinotecan","pearson_corr","GNN_finetuned",0.477303967512592,"With Fine Tuning"
"1444","Irinotecan","pearson_corr","GNN_finetuned",0.467954147791383,"With Fine Tuning"
"1445","Irinotecan","pearson_corr","GNN_finetuned",0.38673196410217,"With Fine Tuning"
"1446","Irinotecan","pearson_corr","GNN_finetuned",0.492337282758829,"With Fine Tuning"
"1447","Irinotecan","pearson_corr","GNN_finetuned",0.481866882865455,"With Fine Tuning"
"1448","Irinotecan","pearson_corr","GNN_finetuned",0.454488500917791,"With Fine Tuning"
"1449","Irinotecan","pearson_corr","GNN_finetuned",0.527516300451845,"With Fine Tuning"
"1450","Irinotecan","pearson_corr","GNN_finetuned",0.47017560103805,"With Fine Tuning"
"1451","Irinotecan","pearson_corr","GNN_finetuned",0.477645604029441,"With Fine Tuning"
"1452","Irinotecan","pearson_corr","GNN_finetuned",0.445799380583803,"With Fine Tuning"
"1453","Irinotecan","pearson_corr","GNN_finetuned",0.447749164410913,"With Fine Tuning"
"1454","Irinotecan","pearson_corr","GNN_finetuned",0.465455129117548,"With Fine Tuning"
"1455","Irinotecan","pearson_corr","GNN_finetuned",0.486949537571457,"With Fine Tuning"
"1456","Irinotecan","pearson_corr","GNN_finetuned",0.521913152821576,"With Fine Tuning"
"1457","Irinotecan","pearson_corr","GNN_finetuned",0.451847702322551,"With Fine Tuning"
"1458","Irinotecan","pearson_corr","GNN_finetuned",0.491093186679173,"With Fine Tuning"
"1459","Irinotecan","pearson_corr","GNN_finetuned",0.47436091105831,"With Fine Tuning"
"1460","Irinotecan","pearson_corr","GNN_finetuned",0.48382258129447,"With Fine Tuning"
"1461","Irinotecan","pearson_corr","GNN_finetuned",0.470834749389452,"With Fine Tuning"
"1462","Irinotecan","pearson_corr","GNN_finetuned",0.473933939923853,"With Fine Tuning"
"1463","Irinotecan","pearson_corr","GNN_finetuned",0.479683065053045,"With Fine Tuning"
"1464","Irinotecan","pearson_corr","GNN_finetuned",0.480128436138656,"With Fine Tuning"
"1465","Irinotecan","pearson_corr","GNN_finetuned",0.491606850771167,"With Fine Tuning"
"1466","Irinotecan","pearson_corr","GNN_finetuned",0.485894047480743,"With Fine Tuning"
"1467","Irinotecan","pearson_corr","GNN_finetuned",0.482690589023084,"With Fine Tuning"
"1468","Irinotecan","pearson_corr","GNN_finetuned",0.524233240874088,"With Fine Tuning"
"1469","Irinotecan","pearson_corr","GNN_finetuned",0.412868176715084,"With Fine Tuning"
"1470","Irinotecan","pearson_corr","GNN_finetuned",0.523023053449637,"With Fine Tuning"
"1471","Irinotecan","pearson_corr","GNN_finetuned",0.477699412901243,"With Fine Tuning"
"1472","Irinotecan","pearson_corr","GNN_finetuned",0.519984530490145,"With Fine Tuning"
"1473","Irinotecan","pearson_corr","GNN_finetuned",0.511440749037823,"With Fine Tuning"
"1474","Irinotecan","pearson_corr","GNN_finetuned",0.524793585348359,"With Fine Tuning"
"1475","Irinotecan","pearson_corr","GNN_finetuned",0.437960283891322,"With Fine Tuning"
"1476","Irinotecan","pearson_corr","GNN_finetuned",0.456434416291345,"With Fine Tuning"
"1477","Irinotecan","pearson_corr","GNN_finetuned",0.534658643001212,"With Fine Tuning"
"1478","Irinotecan","pearson_corr","GNN_finetuned",0.437652755953718,"With Fine Tuning"
"1479","Irinotecan","pearson_corr","GNN_finetuned",0.466636811527891,"With Fine Tuning"
"1480","Irinotecan","pearson_corr","GNN_finetuned",0.483187662614798,"With Fine Tuning"
"1481","Irinotecan","pearson_corr","GNN_finetuned",0.498817744943206,"With Fine Tuning"
"1482","Irinotecan","pearson_corr","GNN_finetuned",0.516791393423385,"With Fine Tuning"
"1483","Irinotecan","pearson_corr","GNN_finetuned",0.437686728364312,"With Fine Tuning"
"1484","Irinotecan","pearson_corr","GNN_finetuned",0.483938647302533,"With Fine Tuning"
"1485","Irinotecan","pearson_corr","GNN_finetuned",0.505857669643123,"With Fine Tuning"
"1486","Irinotecan","pearson_corr","GNN_finetuned",0.513587749161972,"With Fine Tuning"
"1487","Irinotecan","pearson_corr","GNN_finetuned",0.486135124656655,"With Fine Tuning"
"1488","Irinotecan","pearson_corr","GNN_finetuned",0.515030142421681,"With Fine Tuning"
"1489","Irinotecan","pearson_corr","GNN_finetuned",0.490997186748487,"With Fine Tuning"
"1490","Irinotecan","pearson_corr","GNN_finetuned",0.474277462431466,"With Fine Tuning"
"1491","Irinotecan","pearson_corr","GNN_finetuned",0.53735571932605,"With Fine Tuning"
"1492","Irinotecan","pearson_corr","GNN_finetuned",0.458095492629483,"With Fine Tuning"
"1493","Irinotecan","pearson_corr","GNN_finetuned",0.47159599818757,"With Fine Tuning"
"1494","Irinotecan","pearson_corr","GNN_finetuned",0.447396414525294,"With Fine Tuning"
"1495","Irinotecan","pearson_corr","GNN_finetuned",0.428564386883853,"With Fine Tuning"
"1496","Irinotecan","pearson_corr","GNN_finetuned",0.509271751949479,"With Fine Tuning"
"1497","Irinotecan","pearson_corr","GNN_finetuned",0.464076693258476,"With Fine Tuning"
"1498","Irinotecan","pearson_corr","GNN_finetuned",0.417146099726916,"With Fine Tuning"
"1499","Irinotecan","pearson_corr","GNN_finetuned",0.51550015396185,"With Fine Tuning"
"1500","Irinotecan","pearson_corr","GNN_finetuned",0.540454703660281,"With Fine Tuning"
"1501","Irinotecan","pearson_corr","DirectPred",0.388262635636283,"No Fine Tuning"
"1502","Irinotecan","pearson_corr","DirectPred",0.404075543728096,"No Fine Tuning"
"1503","Irinotecan","pearson_corr","DirectPred",0.41045409269863,"No Fine Tuning"
"1504","Irinotecan","pearson_corr","DirectPred",0.449222111501219,"No Fine Tuning"
"1505","Irinotecan","pearson_corr","DirectPred",0.424281369652887,"No Fine Tuning"
"1506","Irinotecan","pearson_corr","DirectPred",0.482353716035578,"No Fine Tuning"
"1507","Irinotecan","pearson_corr","DirectPred",0.36597141827257,"No Fine Tuning"
"1508","Irinotecan","pearson_corr","DirectPred",0.455081092403063,"No Fine Tuning"
"1509","Irinotecan","pearson_corr","DirectPred",0.403462237823191,"No Fine Tuning"
"1510","Irinotecan","pearson_corr","DirectPred",0.394736279335573,"No Fine Tuning"
"1511","Irinotecan","pearson_corr","DirectPred",0.429475455108932,"No Fine Tuning"
"1512","Irinotecan","pearson_corr","DirectPred",0.388639018325778,"No Fine Tuning"
"1513","Irinotecan","pearson_corr","DirectPred",0.42528063089662,"No Fine Tuning"
"1514","Irinotecan","pearson_corr","DirectPred",0.392849211494006,"No Fine Tuning"
"1515","Irinotecan","pearson_corr","DirectPred",0.412357312131925,"No Fine Tuning"
"1516","Irinotecan","pearson_corr","DirectPred",0.395654107237006,"No Fine Tuning"
"1517","Irinotecan","pearson_corr","DirectPred",0.355553644066964,"No Fine Tuning"
"1518","Irinotecan","pearson_corr","DirectPred",0.403167368102416,"No Fine Tuning"
"1519","Irinotecan","pearson_corr","DirectPred",0.453333431613257,"No Fine Tuning"
"1520","Irinotecan","pearson_corr","DirectPred",0.372851446115003,"No Fine Tuning"
"1521","Irinotecan","pearson_corr","DirectPred",0.405458962013714,"No Fine Tuning"
"1522","Irinotecan","pearson_corr","DirectPred",0.338831027063014,"No Fine Tuning"
"1523","Irinotecan","pearson_corr","DirectPred",0.385642543816416,"No Fine Tuning"
"1524","Irinotecan","pearson_corr","DirectPred",0.457182900687995,"No Fine Tuning"
"1525","Irinotecan","pearson_corr","DirectPred",0.380203844530476,"No Fine Tuning"
"1526","Irinotecan","pearson_corr","DirectPred",0.389676187249385,"No Fine Tuning"
"1527","Irinotecan","pearson_corr","DirectPred",0.381347836298538,"No Fine Tuning"
"1528","Irinotecan","pearson_corr","DirectPred",0.420355214275446,"No Fine Tuning"
"1529","Irinotecan","pearson_corr","DirectPred",0.405092903609782,"No Fine Tuning"
"1530","Irinotecan","pearson_corr","DirectPred",0.424847582589236,"No Fine Tuning"
"1531","Irinotecan","pearson_corr","DirectPred",0.44025079865586,"No Fine Tuning"
"1532","Irinotecan","pearson_corr","DirectPred",0.434647632577537,"No Fine Tuning"
"1533","Irinotecan","pearson_corr","DirectPred",0.404188196858813,"No Fine Tuning"
"1534","Irinotecan","pearson_corr","DirectPred",0.378997528587018,"No Fine Tuning"
"1535","Irinotecan","pearson_corr","DirectPred",0.327464480742868,"No Fine Tuning"
"1536","Irinotecan","pearson_corr","DirectPred",0.450851157682481,"No Fine Tuning"
"1537","Irinotecan","pearson_corr","DirectPred",0.442706406621779,"No Fine Tuning"
"1538","Irinotecan","pearson_corr","DirectPred",0.419703113932694,"No Fine Tuning"
"1539","Irinotecan","pearson_corr","DirectPred",0.405038089237728,"No Fine Tuning"
"1540","Irinotecan","pearson_corr","DirectPred",0.460675330244193,"No Fine Tuning"
"1541","Irinotecan","pearson_corr","DirectPred",0.435622999591686,"No Fine Tuning"
"1542","Irinotecan","pearson_corr","DirectPred",0.483778834967617,"No Fine Tuning"
"1543","Irinotecan","pearson_corr","DirectPred",0.455433051417116,"No Fine Tuning"
"1544","Irinotecan","pearson_corr","DirectPred",0.429598072596194,"No Fine Tuning"
"1545","Irinotecan","pearson_corr","DirectPred",0.345918892839154,"No Fine Tuning"
"1546","Irinotecan","pearson_corr","DirectPred",0.420408764227916,"No Fine Tuning"
"1547","Irinotecan","pearson_corr","DirectPred",0.409781158937198,"No Fine Tuning"
"1548","Irinotecan","pearson_corr","DirectPred",0.41845458398477,"No Fine Tuning"
"1549","Irinotecan","pearson_corr","DirectPred",0.440215308917594,"No Fine Tuning"
"1550","Irinotecan","pearson_corr","DirectPred",0.390561276230881,"No Fine Tuning"
"1551","Irinotecan","pearson_corr","DirectPred",0.404894516943037,"No Fine Tuning"
"1552","Irinotecan","pearson_corr","DirectPred",0.400559527621503,"No Fine Tuning"
"1553","Irinotecan","pearson_corr","DirectPred",0.401593531158206,"No Fine Tuning"
"1554","Irinotecan","pearson_corr","DirectPred",0.373035870719868,"No Fine Tuning"
"1555","Irinotecan","pearson_corr","DirectPred",0.423096285182493,"No Fine Tuning"
"1556","Irinotecan","pearson_corr","DirectPred",0.449061384517099,"No Fine Tuning"
"1557","Irinotecan","pearson_corr","DirectPred",0.362371999016234,"No Fine Tuning"
"1558","Irinotecan","pearson_corr","DirectPred",0.418944201702101,"No Fine Tuning"
"1559","Irinotecan","pearson_corr","DirectPred",0.406386020789706,"No Fine Tuning"
"1560","Irinotecan","pearson_corr","DirectPred",0.439973040962719,"No Fine Tuning"
"1561","Irinotecan","pearson_corr","DirectPred",0.436775028521031,"No Fine Tuning"
"1562","Irinotecan","pearson_corr","DirectPred",0.39985711580677,"No Fine Tuning"
"1563","Irinotecan","pearson_corr","DirectPred",0.408274589351041,"No Fine Tuning"
"1564","Irinotecan","pearson_corr","DirectPred",0.391043947637166,"No Fine Tuning"
"1565","Irinotecan","pearson_corr","DirectPred",0.406742980027095,"No Fine Tuning"
"1566","Irinotecan","pearson_corr","DirectPred",0.417873305951172,"No Fine Tuning"
"1567","Irinotecan","pearson_corr","DirectPred",0.406462960368661,"No Fine Tuning"
"1568","Irinotecan","pearson_corr","DirectPred",0.44548307088895,"No Fine Tuning"
"1569","Irinotecan","pearson_corr","DirectPred",0.336673784336125,"No Fine Tuning"
"1570","Irinotecan","pearson_corr","DirectPred",0.430777302708675,"No Fine Tuning"
"1571","Irinotecan","pearson_corr","DirectPred",0.441362631120129,"No Fine Tuning"
"1572","Irinotecan","pearson_corr","DirectPred",0.453315535318946,"No Fine Tuning"
"1573","Irinotecan","pearson_corr","DirectPred",0.426612184841945,"No Fine Tuning"
"1574","Irinotecan","pearson_corr","DirectPred",0.477630197795004,"No Fine Tuning"
"1575","Irinotecan","pearson_corr","DirectPred",0.338910394855324,"No Fine Tuning"
"1576","Irinotecan","pearson_corr","DirectPred",0.360314368731598,"No Fine Tuning"
"1577","Irinotecan","pearson_corr","DirectPred",0.444108372093898,"No Fine Tuning"
"1578","Irinotecan","pearson_corr","DirectPred",0.373275902303925,"No Fine Tuning"
"1579","Irinotecan","pearson_corr","DirectPred",0.450470083539238,"No Fine Tuning"
"1580","Irinotecan","pearson_corr","DirectPred",0.396898192343788,"No Fine Tuning"
"1581","Irinotecan","pearson_corr","DirectPred",0.427291717236582,"No Fine Tuning"
"1582","Irinotecan","pearson_corr","DirectPred",0.451249171562258,"No Fine Tuning"
"1583","Irinotecan","pearson_corr","DirectPred",0.361621201766342,"No Fine Tuning"
"1584","Irinotecan","pearson_corr","DirectPred",0.423393141645678,"No Fine Tuning"
"1585","Irinotecan","pearson_corr","DirectPred",0.393708070121523,"No Fine Tuning"
"1586","Irinotecan","pearson_corr","DirectPred",0.465526010425098,"No Fine Tuning"
"1587","Irinotecan","pearson_corr","DirectPred",0.42036370127457,"No Fine Tuning"
"1588","Irinotecan","pearson_corr","DirectPred",0.427555204542116,"No Fine Tuning"
"1589","Irinotecan","pearson_corr","DirectPred",0.393940117254958,"No Fine Tuning"
"1590","Irinotecan","pearson_corr","DirectPred",0.410890207912239,"No Fine Tuning"
"1591","Irinotecan","pearson_corr","DirectPred",0.464872038514828,"No Fine Tuning"
"1592","Irinotecan","pearson_corr","DirectPred",0.371452198915135,"No Fine Tuning"
"1593","Irinotecan","pearson_corr","DirectPred",0.437034228435102,"No Fine Tuning"
"1594","Irinotecan","pearson_corr","DirectPred",0.383068380977392,"No Fine Tuning"
"1595","Irinotecan","pearson_corr","DirectPred",0.385837334953832,"No Fine Tuning"
"1596","Irinotecan","pearson_corr","DirectPred",0.421497766944472,"No Fine Tuning"
"1597","Irinotecan","pearson_corr","DirectPred",0.412081698259897,"No Fine Tuning"
"1598","Irinotecan","pearson_corr","DirectPred",0.400288814299325,"No Fine Tuning"
"1599","Irinotecan","pearson_corr","DirectPred",0.407258871672871,"No Fine Tuning"
"1600","Irinotecan","pearson_corr","DirectPred",0.440092984895398,"No Fine Tuning"
"1601","Irinotecan","pearson_corr","GNN",0.553751794044828,"No Fine Tuning"
"1602","Irinotecan","pearson_corr","GNN",0.547114691679357,"No Fine Tuning"
